Student_ID,Student_Name,Lecturer_ID,Lecturer_Name,Module,Date,Day,Time_Slot,Attendance,Check_In_Time,Faculty,Year
R249072Z,Simba Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,12:43,Data Science,2026
R248243Z,Tendai Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,9:54,Data Science,2026
R241026Z,Kuda Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R242708Z,Nyasha Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,13:52,Data Science,2026
R245616Z,Blessing Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,15:59,Data Science,2026
R247882Z,Simba Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,8:28,Data Science,2026
R246745Z,Tendai Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,15:48,Data Science,2026
R248371Z,Blessing Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,8:28,Data Science,2026
R247564Z,,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,8:42,Data Science,2026
R246774Z,Tariro Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,14:49,Data Science,2026
R242717Z,Tariro Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,8:38,Data Science,2026
R244357Z,Kuda Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R247551Z,Tanaka Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,14:54,Data Science,2026
R244179Z,Simba Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Late,10:50,Data Science,2026
R246869Z,Tariro Dube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R249571Z,Rudo Dube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,,Data Science,2026
R243629Z,Kuda Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,8:22,Data Science,2026
R244224Z,Tariro Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,16:35,Data Science,2026
R243971Z,Kuda Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,13:48,Data Science,2026
R247984Z,Simba Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,16:52,Data Science,2026
R249104Z,Rudo Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,16:43,Data Science,2026
R245772Z,Kuda Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,11:48,Data Science,2026
R246301Z,Blessing Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,15:00,Data Science,2026
R248587Z,Blessing Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Late,11:30,Data Science,2026
R241781Z,Kuda Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Late,15:14,Data Science,2026
R245426Z,Tanaka Dube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,10:41,Data Science,2026
R246117Z,Rudo Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,12:05,Data Science,2026
R246811Z,Rudo Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,9:45,Data Science,2026
R243749Z,Tendai Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,9:24,Data Science,2026
R246218Z,Tariro Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,9:20,Data Science,2026
R243606Z,Simba Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,14:02,Data Science,2026
R245361Z,Nyasha Dube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,15:15,Data Science,2026
R244481Z,Simba Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R242781Z,Kuda Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,14:03,Data Science,2026
R244236Z,Rudo Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,10:31,Data Science,2026
R249575Z,Tendai Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,12:33,Data Science,2026
R242303Z,,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R245970Z,Kuda Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Late,15:53,Data Science,2026
R245744Z,Nyasha Dube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,14:08,Data Science,2026
R244563Z,Kuda Dube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,,Data Science,2026
R242693Z,Blessing Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,16:15,Data Science,2026
R249648Z,Nyasha Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R249334Z,Tariro Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Late,14:42,Data Science,2026
R249303Z,Simba Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,14:32,Data Science,2026
R249762Z,Tariro Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,14:32,Data Science,2026
R241337Z,Simba Dube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,12:49,Data Science,2026
R247687Z,Tendai Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,16:25,Data Science,2026
R248005Z,Tariro Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,12:01,Data Science,2026
R247510Z,Nyasha Mpofu,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,9:02,Data Science,2026
R247735Z,Simba Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,15:44,Data Science,2026
R247009Z,Kuda Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R244915Z,Tendai Ncube,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,13:04,Data Science,2026
R243075Z,Rudo Sibanda,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Absent,,Data Science,2026
R249856Z,Nyasha Moyo,L243923Z,Blessing Dube,Python Programming,2026-01-07,Wednesday,11:00-14:00,Present,15:10,Data Science,2026
R242339Z,Tariro Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,11:42,Data Science,2026
R247616Z,Rudo Sibanda,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,11:13,Data Science,2026
R246226Z,Simba Sibanda,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,13:15,Data Science,2026
R243761Z,Rudo Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R242120Z,Nyasha Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:05,Data Science,2026
R241563Z,Tanaka Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,13:51,Data Science,2026
R242315Z,Simba Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R241895Z,Nyasha Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,16:44,Data Science,2026
R249193Z,Kuda Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,13:21,Data Science,2026
R243717Z,Rudo Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Late,14:33,Data Science,2026
R246751Z,,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,12:45,Data Science,2026
R245598Z,Kuda Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Late,14:38,Data Science,2026
R241367Z,Tanaka Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,14:49,Data Science,2026
R248700Z,Tendai Sibanda,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R243709Z,Tanaka Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,12:22,Data Science,2026
R241789Z,Blessing Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,,Data Science,2026
R249534Z,Nyasha Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:00,Data Science,2026
R243941Z,Simba Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,14:19,Data Science,2026
R244917Z,Tariro Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:52,Data Science,2026
R242293Z,Rudo Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,14:01,Data Science,2026
R246250Z,Tanaka Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,12:41,Data Science,2026
R241148Z,Kuda Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R241278Z,Tanaka Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,14:16,Data Science,2026
R242956Z,Tariro Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:00,Data Science,2026
R245116Z,Nyasha Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Late,,Data Science,2026
R243894Z,Tendai Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,12:03,Data Science,2026
R249284Z,Simba Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R243481Z,Nyasha Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R248844Z,Blessing Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R247973Z,Rudo Sibanda,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,12:00,Data Science,2026
R244741Z,Tanaka Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:02,Data Science,2026
R245449Z,Nyasha Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:38,Data Science,2026
R247098Z,,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:10,Data Science,2026
R242575Z,Tanaka Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R243181Z,Nyasha Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,8:10,Data Science,2026
R244886Z,Nyasha Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R248288Z,Blessing Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:59,Data Science,2026
R248914Z,Tariro Sibanda,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R246402Z,Tanaka Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,11:46,Data Science,2026
R247621Z,Rudo Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,8:11,Data Science,2026
R247110Z,Rudo Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:33,Data Science,2026
R246137Z,Rudo Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:06,Data Science,2026
R246504Z,Tariro Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,16:38,Data Science,2026
R249708Z,Tanaka Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:12,Data Science,2026
R248629Z,Rudo Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,14:06,Data Science,2026
R241835Z,Rudo Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,8:25,Data Science,2026
R247862Z,Tendai Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,8:06,Data Science,2026
R249045Z,Simba Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R246837Z,Blessing Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,16:27,Data Science,2026
R248347Z,Tariro Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R244244Z,Tendai Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:11,Data Science,2026
R249155Z,Kuda Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,14:50,Data Science,2026
R244504Z,Tendai Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,8:56,Data Science,2026
R244041Z,Simba Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:39,Data Science,2026
R247160Z,Simba Sibanda,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,8:13,Data Science,2026
R245269Z,Blessing Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,16:54,Data Science,2026
R247880Z,Kuda Sibanda,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Late,11:51,Data Science,2026
R245877Z,Blessing Moyo,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Late,15:40,Data Science,2026
R249662Z,,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R249985Z,Nyasha Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Absent,,Data Science,2026
R247962Z,Simba Dube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:00,Data Science,2026
R245807Z,,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,11:42,Data Science,2026
R247389Z,Tendai Mpofu,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:20,Data Science,2026
R241935Z,,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,9:47,Data Science,2026
R242935Z,Tendai Ncube,L247960Z,Tariro Ncube,Database Systems,2026-01-08,Thursday,08:00-11:00,Present,10:07,Data Science,2026
R242938Z,Tanaka Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:18,Data Science,2026
R245096Z,Kuda Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,15:49,Data Science,2026
R248215Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,11:46,Data Science,2026
R249361Z,,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,9:26,Data Science,2026
R246668Z,Rudo Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,13:22,Data Science,2026
R247711Z,Simba Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,14:01,Data Science,2026
R242101Z,Tanaka Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,16:56,Data Science,2026
R242095Z,Tanaka Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,,Data Science,2026
R248788Z,Blessing Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:38,Data Science,2026
R242053Z,Rudo Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,9:08,Data Science,2026
R247611Z,Rudo Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,12:45,Data Science,2026
R245485Z,Blessing Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,13:44,Data Science,2026
R246332Z,Blessing Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,11:39,Data Science,2026
R249757Z,Simba Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,16:51,Data Science,2026
R241052Z,Tanaka Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R246062Z,Tanaka Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,13:02,Data Science,2026
R243176Z,Simba Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,15:05,Data Science,2026
R243278Z,Simba Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,15:31,Data Science,2026
R242871Z,Blessing Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,12:32,Data Science,2026
R244029Z,Tendai Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R248165Z,Tanaka Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,14:26,Data Science,2026
R242293Z,Simba Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,13:11,Data Science,2026
R245479Z,Tanaka Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:52,Data Science,2026
R249818Z,Kuda Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,8:26,Data Science,2026
R244677Z,Tanaka Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,14:19,Data Science,2026
R248705Z,Tariro Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R248669Z,Nyasha Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,15:52,Data Science,2026
R242554Z,Kuda Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,12:41,Data Science,2026
R246129Z,Rudo Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,16:40,Data Science,2026
R243951Z,Tariro Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:47,Data Science,2026
R245916Z,Tendai Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,13:38,Data Science,2026
R245641Z,Nyasha Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,11:46,Data Science,2026
R248889Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,14:43,Data Science,2026
R249804Z,Blessing Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,16:22,Data Science,2026
R245128Z,Blessing Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,16:59,Data Science,2026
R246448Z,Blessing Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,10:30,Data Science,2026
R243576Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R241462Z,Tendai Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,16:08,Data Science,2026
R242842Z,Rudo Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,13:33,Data Science,2026
R245780Z,Blessing Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,16:23,Data Science,2026
R246175Z,Simba Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,8:25,Data Science,2026
R244045Z,Rudo Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:09,Data Science,2026
R245321Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,8:17,Data Science,2026
R248351Z,Blessing Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:44,Data Science,2026
R248444Z,Kuda Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,16:30,Data Science,2026
R245983Z,Tendai Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R248814Z,Tariro Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R249008Z,Nyasha Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R244299Z,Blessing Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,11:08,Data Science,2026
R241530Z,Rudo Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,15:25,Data Science,2026
R247036Z,Blessing Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R242017Z,Tanaka Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R243253Z,Simba Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Late,10:55,Data Science,2026
R248351Z,Tanaka Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R243986Z,Kuda Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,9:59,Data Science,2026
R246142Z,Nyasha Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,12:48,Data Science,2026
R249807Z,Nyasha Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:18,Data Science,2026
R249443Z,Simba Sibanda,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,10:23,Data Science,2026
R241519Z,Kuda Ncube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R249950Z,Tariro Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,9:11,Data Science,2026
R241449Z,Tendai Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,12:38,Data Science,2026
R248341Z,Kuda Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,14:29,Data Science,2026
R248516Z,Simba Moyo,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Absent,,Data Science,2026
R246853Z,Nyasha Dube,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,12:02,Data Science,2026
R247335Z,Simba Mpofu,L244449Z,Kuda Ncube,Research Methods,2026-01-08,Thursday,11:00-14:00,Present,9:20,Data Science,2026
R244226Z,Rudo Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,8:49,Data Science,2026
R243978Z,Blessing Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,12:23,Data Science,2026
R245765Z,Tanaka Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Late,12:42,Data Science,2026
R241249Z,Blessing Sibanda,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Late,12:29,Data Science,2026
R245693Z,Tanaka Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Late,15:31,Data Science,2026
R245469Z,Tanaka Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,16:15,Data Science,2026
R243830Z,Tanaka Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,14:12,Data Science,2026
R242906Z,Simba Sibanda,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,15:15,Data Science,2026
R244592Z,Tariro Moyo,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,9:26,Data Science,2026
R245237Z,Kuda Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,15:47,Data Science,2026
R249010Z,Simba Dube,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,12:22,Data Science,2026
R243390Z,Tanaka Mpofu,L249658Z,Tanaka Sibanda,Big Data Analytics,2026-01-09,Friday,08:00-11:00,Present,12:13,Data Science,2026
